Ref. Charge Code,Category,NCIC Category,Long Description,
311.580-001N193741,Liquor Laws,41,POSSESS ILLEGAL ALCOHOL,
311.740-001N193941,Liquor Laws,41,MAINTN PUBL NUISNC INVOL LIQUOR,
312.430-999N197541,Liquor Laws,41,POSSESS ON 3.2 PREMISES,
311.270-001N197541,Liquor Laws,41,POSSESS 5.0 MALT LICENSE,
311.310-999N190041,Liquor Laws,41,PROCUREMENT FOR MINOR,
311.280-001N197541,Liquor Laws,41,PURCHASE NON-WHOLESALER,
311.550-999N190041,Liquor Laws,41,REFILL LIQUOR CONTAINERS,
312.400-999N197541,Liquor Laws,41,SELL 3.2 BEER TO MINOR,
311.196-001N200941,Liquor Laws,41,SELL 32 OZ BEER/MORE-VIOL SECTION,
311.200-001N197541,Liquor Laws,41,CONSUME LIQ WHERE SOLD,
311.580-999Y197541,Liquor Laws,41,SELL ILLEGAL MFG ALCOHOL,
311.490-001N200641,Liquor Laws,41,SELL BEER-INGREDIENTS-NO COMPLI,
312.200-999N200641,Liquor Laws,41,BREW NON-ALC BEER-INGRED-NO COMPLI,
311.290-999Y197541,Liquor Laws,41,SELL LIQ AFTER LEGAL HRS,
311.100-001N197541,Liquor Laws,41,SALE BY DRINK W/O LIC,
312.430-998Y197541,Liquor Laws,41,SELL LIQUOR ON 3.2 PREMISES,
311.290-998N190041,Liquor Laws,41,SELL LIQ ON ELECTION DAY,
311.290-997Y197541,Liquor Laws,41,SELL LIQ ON SUNDAY,
311.310-998Y197541,Liquor Laws,41,SELL LIQ TO MINOR,
311.557-999Y197541,Liquor Laws,41,SELL LIQ W/LIC SUSPENDED,
311.550-001Y198641,Liquor Laws,41,SELL INTOX LIQ W/O LIC,
311.550-002N197541,Liquor Laws,41,FAIL TO DESTROY EMPTY LIQ CONTAINERS,
311.170-999Y197541,Liquor Laws,41,SELL LIQ OFF LIC PREMISE,
311.050-001N197541,Liquor Laws,41,ILL MFGR LIQUOR,
311.410-001Y198641,Liquor Laws,41,ILLEGAL TRANSPORT LIQ,
311.410-999N190041,Liquor Laws,41,ILLEGAL TRANSP OF LIQUOR,
311.330-001N193941,Liquor Laws,41,UNAUTH LIQ-LIC SALE/DRNK,
311.333-001N200941,Liquor Laws,41,FAIL PROV INFO RE LIQUOR-VIOL SECT,
311.335-001N200941,Liquor Laws,41,SELL/PURCH CLOSE-OUT LIQR MERCHANDISE,
311.338-001N198541,Liquor Laws,41,VIO WHOLESALE PRICE REG,
217.360-996Y198641,Liquor Laws,41,ALKALOID/LIQ CORR FAC,
217.360-003Y200341,Liquor Laws,41,"DEL/ ATTEMPT TO DEL/POSSESS INTOX LIQUOR TO CORR FACI, CITY/COUNTY JAIL, PR JAIL",
221.111-998Y198641,Liquor Laws,41,ALKALOID/LIQ COUNTY JAIL,
221.111-003Y198641,Liquor Laws,41,DEL/POSS ALKALOID/LIQ CO/PRIV JAIL,
311.420-001Y198641,Liquor Laws,41,TRANSPORT LIQUOR W/O LIC,
311.450-999Y190041,Liquor Laws,41,TRANS LIQ W/O SHIP BILL,
311.450-001Y198741,Liquor Laws,41,TRANS LIQ W/O SHIP BILL,
311.550-998Y190041,Liquor Laws,41,FAIL TO PAY REQ LIQ TAX,
312.050-999Y198641,Liquor Laws,41,SELL LIQ W/NONINTOX LIC,
574.010-999N190053,Peace Disturbance,53,PEACE DISTURBANCE,
574.010-001Y199353,Peace Disturbance,53,PEACE DIST-SEC-SUBS OFF,
574.010-998N199353,Peace Disturbance,53,PEACE DIST-1ST OFFENSE,
574.010-002Y201053,Peace Disturbance,53,PEACE DISTURBANCE - 1ST OFFENSE,
575.090-998Y199653,Peace Disturbance,53,FALSE BOMB REPORT,
574.020-001N197953,Peace Disturbance,53,PRIVATE PEACE DIST,
565.253-999Y199553,Peace Disturbance,53,INVASION PRIVACY PRIOR,
565.253-998Y199553,Peace Disturbance,53,INV PRIVACY MULTI INDIVD-2ND DEGREE,
565.253-997Y199553,Peace Disturbance,53,INVASION OF PRIVACY-2ND DEGREE,
565.253-996Y200253,Peace Disturbance,53,INV OF PRIV-PREV GLTY-2ND DEG,
565.252-999Y200253,Peace Disturbance,53,INVASION OF PRIVACY- 1ST DEG,
565.253-995Y200253,Peace Disturbance,53,INV OF PRIV-PREV GLTY-2ND_DEG,
574.060-001N197553,Peace Disturbance,53,REFUSAL TO DISPERSE,
578.501-999Y200653,Peace Disturbance,53,PICKET/PROT-1 HR-FUNERAL-SUB OFNS,
574.160-001Y201453,Peace Disturbance,53,UNLAWFUL FUNERAL PROTEST - SUBSEQUENT OFFENSE,
574.160-002Y201453,Peace Disturbance,53,UNLAWFUL FUNERAL PROTEST - 1ST OFFENSE,
578.501-998Y200653,Peace Disturbance,53,PICKET/PROT-1 HR FUNERAL-1ST OFNS,
574.035-001Y201253,Peace Disturbance,53,DISRUPT HOUSE WORSHIP-3RD/SUB OFFENSE,
574.035-002Y201253,Peace Disturbance,53,DISRUPT HOUSE WORSHIP-2ND OFFENSE,
574.035-003Y201253,Peace Disturbance,53,DISRUPT HOUSE WORSHIP-1ST OFFENSE,
574.040-999N197553,Peace Disturbance,53,UNLAWFUL ASSEMBLY,
574.040-001Y201053,Peace Disturbance,53,UNLAWFUL ASSEMBLY,
574.070-001Y198353,Peace Disturbance,53,CIVIL DISORDER 1ST-PROMD,
557.035-006Y199953,Peace Disturbance,53,RIOT DISCRIMINATION,
574.050-001Y197553,Peace Disturbance,53,RIOTING,
557.035-007Y199953,Peace Disturbance,53,HARASS-DISCRIMINATION,
565.090-001Y200853,Peace Disturbance,53,HARASSMENT - PRIOR OFFENDER OR PERSON <21 HARASS PERSON 17 OR YOUNGER,
565.090-002Y200853,Peace Disturbance,53,HARASSMENT,
565.090-999Y197553,Peace Disturbance,53,HARASSMENT,
565.095-001Y200453,Peace Disturbance,53,BURN-CROSS-INTIMIDATE-2ND/SUBS,
565.095-002Y200453,Peace Disturbance,53,BURN A CROSS TO INTIMIDATE,
569.070-001Y197553,Peace Disturbance,53,CAUSING CATASTROPHE,
574.115-999Y200053,Peace Disturbance,53,MAKING A TERRORIST THREAT,
574.115-998Y200053,Peace Disturbance,53,TERRORIST THREAT-RECKLESS,
574.115-997Y200253,Peace Disturbance,53,MAKE TERR THREAT W/CRIM NEGLG,
576.080-999Y200253,Peace Disturbance,53,SUPPORTING TERRORISM,
578.315-001N198253,Peace Disturbance,53,BREACH PEACE BUS TERM,
578.320-002N198253,Peace Disturbance,53,DIS/CONDUCT IN BUS/TERMIN,
578.010-999N190053,Peace Disturbance,53,PUBLIC DRUNKENNESS,
574.075-999N198453,Peace Disturbance,53,DRUNK/DRINK PROB PLACE,
574.075-001Y201053,Peace Disturbance,53,DRUNK/DRINK-PROHIBITED PLACES,
574.093-999Y198853,Peace Disturbance,53,ETHNIC INTIMIDATION 2ND,
574.090-999Y198853,Peace Disturbance,53,ETHNIC INTIMIDATION 1ST,
578.095-999N198053,Peace Disturbance,53,PURPOSELY AND PUBLICLY DESECRATE NATIONAL FLAG,
542.402-998Y198953,Peace Disturbance,53,VIOL SEC 542402 WIRE TAP,
542.410-998Y198953,Peace Disturbance,53,VIO PROT WIRETAP RECORD,
565.225-999Y199353,Peace Disturbance,53,AGGRAV STALKING-2ND OFF,
565.225-001Y200853,Peace Disturbance,53,AGGRVTD STALKING - 2ND/SUB OFNS,
565.225-998Y199353,Peace Disturbance,53,AGGRAV STALK-1ST OFF-STK,
565.225-002Y200853,Peace Disturbance,53,AGGRAVATED STALKING-1ST OFFENSE,
565.225-997Y199353,Peace Disturbance,53,STALKING-1ST OFFENSE,
565.225-003Y200853,Peace Disturbance,53,STALKING- 2ND/SUBSQ OFFENSE,
565.225-004Y200853,Peace Disturbance,53,STALKING - 1ST OFFENSE,
118.740-999Y190059,Election Fraud,59,DEFRAUDING VOTER,
115.637-999N190059,Election Fraud,59,ELECTNRG 25 FT PLG PLACE,
77.655-999N198259,Election Fraud,59,FAIL COMPLY W/PROCEDURE,
115.629-999Y190059,Election Fraud,59,FRD ELECTION JDGS-CLKS,
116.100-001N199959,Election Fraud,59,FILE FALS WITHDRAWAL STMT,
115.637-998Y197559,Election Fraud,59,FRD ELECTION JDGE-CLKS,
116.080-001N199959,Election Fraud,59,SWEAR AFFID KNOW IS FALSE,
116.060-999Y199959,Election Fraud,59,BRIBE IN EXCHANG-SIGN PETITION,
115.637-997Y190059,Election Fraud,59,FRAUDULENT VOTING,
115.637-996Y197559,Election Fraud,59,INTIMIDATING VOTERS,
130.031-001Y201059,Election Fraud,59,CONCEAL SOURCE-VALUE-3RD/SUBSQ OFF,
130.031-002Y201059,Election Fraud,59,CONCEAL SOURCE-VALUE-2ND OFFENSE,
130.031-003N199559,Election Fraud,59,NO TREASURER INFO-PRINT MATTER,
130.081-001N201059,Election Fraud,59,VIOL CAMPAIGN FINANCE DISCLOS LAW,
130.081-002N198659,Election Fraud,59,FAIL/FILE FINANCE REPORT,
130.081-003N198659,Election Fraud,59,FAIL TO FILE FINAN DSCLOS REPORT,
130.028-001Y199559,Election Fraud,59,VIOL-RE DISCRIM/INTIMID-ELECTIONS,
130.028-002N199559,Election Fraud,59,POLITICAL CONTRIBUTION W/O CONSENT,
130.028-003N199559,Election Fraud,59,MISDIRECT PAYRL DEDUCT-POLIT COMM,
105.492-001N199059,Election Fraud,59,MISREPRESENT FINE STATMT,
561.021-001N199159,Election Fraud,59,FAIL DISCLOSE CONTRIBUT,
130.028-999Y199459,Election Fraud,59,CAMPN CONTRIB INV EMP,
115.631-001Y200559,Election Fraud,59,FALSE DOCUMENTATION-VOTER REGIS,
115.631-002Y197859,Election Fraud,59,COMMIT CLASS ONE ELECTION OFFNS,
115.405-001Y197859,Election Fraud,59,CLS 1 ELECTION OFNS-FALSE STMT,
115.633-001Y197859,Election Fraud,59,VIO CLASS 2 ELECTION LAW,
115.635-001N197859,Election Fraud,59,VIO CLASS 3 ELECTION LAW,
115.205-001N200659,Election Fraud,59,CLASS III-SOLICITOR FAIL TO REG,
115.637-001N197859,Election Fraud,59,VIO CLASS 4 ELECTION LAW,
115.203-001N200659,Election Fraud,59,CLASS IV-VOTER REG/REG APPS,
116.090-999N198159,Election Fraud,59,ILLEGALLY SIGN PETITION,
116.090-001Y201359,Election Fraud,59,PETITION SIGNATURE FRAUD,
116.090-002Y201359,Election Fraud,59,FAIL TO REPORT PETITION SIGNATURE FRAUD,
568.052-001Y200055,Health Violation,55,CHILD-UND 10-IN MV-ST,
568.052-002Y200055,Health Violation,55,CHILD-UND 10-IN MV-2ND DEG,
191.677-001Y200255,Health Violation,55,DONOR KNOWINGLY INFECT-HIV,
191.677-002Y200255,Health Violation,55,ACTOR KNOWINGLY INFECT-HIV,
191.677-003Y200255,Health Violation,55,BE DONOR-KNOWING INFECTED-HIV,
191.677-004Y200255,Health Violation,55,RISK INFECT-HIV-ACTOR KNOWS,
577.100-001N197555,Health Violation,55,ABANDONMENT OF AN AIRTIGHT OR SEMIAIRTIGHT ICEBOX,
192.300-001N198755,Health Violation,55,VIOL ORDERS OF CO COMMSN,
305.140-001N199155,Health Violation,55,FAIL DISPLAY PILOT LIC,
444.770-001N199055,Health Violation,55,SURFACE MINE W/O PERMIT,
192.320-001Y191955,Health Violation,55,VIOL QUARNTN/CNCL DISEASE/REMV NOTICE,
577.105-001N196355,Health Violation,55,REFUSE ALLOW EMCY CALL,
569.072-001Y200255,Health Violation,55,CRIMINAL WATER CONTAMINATION,
196.015-001N194355,Health Violation,55,VIOL REGS FOOD/DRUGS/COSMETICS,
277.180-999Y198955,Health Violation,55,BRIBE LVSTK OPER-VET-VIOL CHAP 277,
277.209-999N199955,Health Violation,55,VIOL-277209-KILL LIVESTOCK,
277.215-999N199955,Health Violation,55,PACKER FAILED TO REPORT,
204.330-001Y199255,Health Violation,55,2ND TAMP W SEWER MONITOR,
204.330-002Y199255,Health Violation,55,1ST TAMP W SEWER MONITOR,
336.020-001N198155,Health Violation,55,PRACTICE OPTOMETRY W/O REGISTRATION,
64.463-001N197955,Health Violation,55,DUMPING-UNLICENSED AREA,
226.720-001N201155,Health Violation,55,UNSCREENED JUNKYRD-2ND/SUB OFF,
226.720-002N201155,Health Violation,55,UNSCREENED JUNKYARD-1ST OFF,
64.690-001N195255,Health Violation,55,VIOL ZONING REGS-2ND/3RD CLS CO,
64.295-001N195955,Health Violation,55,VIOL ZON REGS-NON CHTR 1ST CLS CO,
64.895-001N196555,Health Violation,55,VIOL ZONE REGS-UNINCORP AREA,
67.1222-001N199255,Health Violation,55,VIOL AIRPORT ZONING REG,
137.177-001N195755,Health Violation,55,FAIL SECURE BLDG PERMIT,
269.130-001N199255,Health Violation,55,VEH TRNS DEAD ANML.UNSEN,
269.020-001N199355,Health Violation,55,VIOL-DISPOSL-DEAD ANIMAL,
577.076-999N197255,Health Violation,55,LITTERING W CARCASSES,
577.076-001N201155,Health Violation,55,LITTERING WITH CARCASS,
319.050-001N199155,Health Violation,55,FAIL NOTIFY OPERATOR,
319.080-001N199155,Health Violation,55,PERFRM ACT W/IN 10FT OVHD PWR LINE,
194.425-001Y199555,Health Violation,55,ABANDONMENT OF A CORPSE,
578.157-999Y197555,Health Violation,55,ABANDONMENT OF CORPSE,
577.080-999Y197555,Health Violation,55,ABANDONING A MOTOR VEH,
319.306-001N200755,Health Violation,55,LD/FIRE EXP W/O LIC/SUPV-SUB OFNS,
319.306-002Y200755,Health Violation,55,LD/FIRE EXP W/O LIC/SUPV-1 OFNS,
70.441-001N199355,Health Violation,55,VIOL RULES OF RAPID TRANSIT,
577.070-001N197555,Health Violation,55,LITTERING,
320.120-999N190055,Health Violation,55,POSSESS ILLEGAL FIREWKS,
320.111-999Y198755,Health Violation,55,VIO FIREWORKS PERMIT,
320.111-001N200455,Health Violation,55,MANUF/SALE/SHIP FIRWRK W/O PERMIT,
320.121-999Y198755,Health Violation,55,VIO CITY/CO FIREWORK LAW,
320.121-001N200455,Health Violation,55,VIOL CITY/CO FIREWORKS LAW,
320.130-999N190055,Health Violation,55,STORED FIREWORKS IMPROP,
320.126-999Y198755,Health Violation,55,TRANSPRT FIREWRK W/O LIC,
320.126-001N200455,Health Violation,55,DISPLAY/PROXIMATE FRWRK W/O PERM,
320.131-999Y198755,Health Violation,55,POSS/SELL CLASS C FIREWK,
320.131-001N200455,Health Violation,55,POSS OTHER THAN CLASS C FIREWORK,
320.136-999Y198755,Health Violation,55,VIO CLASS C FIREWORKS,
320.136-001Y200455,Health Violation,55,ILLEGAL EXPLOSIVE -CONSUMER USE,
320.136-998Y197555,Health Violation,55,IMPROP HANDLING FIREWORK,
320.140-999N190055,Health Violation,55,DISPLAYED FIREWKS IMPROP,
320.150-999N190055,Health Violation,55,UNAUTH RETAIL FIREWORKS,
320.141-999Y198555,Health Violation,55,SELL FIREWORKS ILLEGALLY,
320.151-999Y198755,Health Violation,55,UNLAWFUL/SALE/USE FIREWORK,
320.141-001N200455,Health Violation,55,SOLD FIRWORK OUTSID SELLG PERIOD,
320.151-998N198755,Health Violation,55,UNDER AGE SELL FIREWORKS,
320.151-001N200455,Health Violation,55,SALE FIRWRK/CHILD U/14 W/O PAREN,
320.151-997N198755,Health Violation,55,ILLEGAL EXPLODE/IGNITE,
320.151-002N200455,Health Violation,55,U/16 SELL FIRWRKS W/O ADULT SUPR,
320.151-996N198755,Health Violation,55,IMPROPER IGNITE FIREWRKS,
320.151-003N200455,Health Violation,55,EXPLOD FRWRKS NEAR CERTAIN BUILD,
320.160-999N190055,Health Violation,55,FIREWORKS NEAR GAS PUMP,
320.146-999Y198555,Health Violation,55,FAIL COMPLY FIREWORK LAW,
320.161-999N197555,Health Violation,55,VIO FIREWORKS PERMIT,
320.146-001N200455,Health Violation,55,FAIL COMPLY W/FIREWORKS LAW,
320.161-998Y197555,Health Violation,55,POSS/SELL GROUND SALUTES,
320.151-004N200455,Health Violation,55,THROW FIRWRKS FROM/INTO MTR VEH,
188.080-999Y200514,Abortion,14,ABORT-PHYSN W/O PRIV-30 MILES,
188.080-998Y197914,Abortion,14,NON PHYS PERFORM/INDUCE ABORTION,
328.020-001N200555,Health Violation,55,PRACTICE AS BARBER WITHOUT LICENSE,
188.075-999Y197914,Abortion,14,PERFORM/AID IN PERFORM ABORTION,
334.686-001N200855,Health Violation,55,PRAC/ADVTS PHYS THRPST W/O LIC,
334.010-001Y199055,Health Violation,55,ILLEGAL PRACTICE/SURGERY,
340.294-001N199255,Health Violation,55,UNLAWFUL PRAC/VETNRY MED,
590.750-001Y201455,Health Violation,55,PRACTICE AS CORPORATE SECURITY ADVISOR WITHOUT A DPS LICENSE,
260.425-001Y198355,Health Violation,55,VIO HAZD WASTE MANAGEMEN,
260.425-002Y198355,Health Violation,55,VIO HAZD WASTE MANAGEMEN,
260.575-001N199355,Health Violation,55,MINE CO-SUB FALSE INFO,
260.203-001Y199255,Health Violation,55,ILL DISP INFECTIOUS WST,
269.220-999Y199255,Health Violation,55,VIOLATE DISP DEAD ANMLS,
267.230-999N197555,Health Violation,55,INTERF/OBSTR STATE VET,
267.230-001N198755,Health Violation,55,INTERF OBSTR STATE VET,
407.985-001N199755,Health Violation,55,FAIL SEC TO CONV BUSINSS,
407.987-001N199755,Health Violation,55,FAIL EMP SEC TRN CONV PS,
578.250-999N197555,Health Violation,55,INHALE/INDUCE SOLV FUME,
194.110-001N190955,Health Violation,55,FAIL CMPLY W/REQURMNT TRSPRT DEAD BODIES,
194.200-001N199755,Health Violation,55,IMPROPER DISP-STLBRN CH,
578.255-001Y200955,Health Violation,55,POSS/USE ALC BEV VAPRZR- SUBS OFNS,
578.255-002Y200955,Health Violation,55,POSS/USE ALC BEV VAPORIZER-1ST OFNS,
578.255-999N197555,Health Violation,55,INDUCE POSS/INDUCE SOLV,
578.255-003Y198255,Health Violation,55,INTENT INDUCE SYMP-SOLVENT-POSS,
578.250-001Y200955,Health Violation,55,INHALE/SMELL SOLVENT FUMES-SUBS OFNS,
578.255-004Y200955,Health Violation,55,INDUCE SYMP-SOLVNT-POSS-SUBS OFNS,
578.260-999N198255,Health Violation,55,POSSESS/USE SOLVENTS,
578.260-998Y198255,Health Violation,55,INHALE-INDUCE OTHERS-INH,
578.260-001Y200955,Health Violation,55,POSS/BUY SOLVNT TO INDUCE-SUBS OFNS,
578.250-002Y198255,Health Violation,55,INTENTIONAL INHALE SOLVENT,
578.260-002Y200955,Health Violation,55,POSS/BUY SOLVNT-INDUCE/AID ANO-1ST OFN,
578.265-001Y198255,Health Violation,55,SELL/TRANSF/POSS SOLV,
407.926-001N200155,Health Violation,55,"SELL/DISTRIBUTE TOBACCO/ALTER/VAPOR VIA MAIL OR INTERNET TO <18, 2ND OR SUB OFF",
407.926-002N200155,Health Violation,55,SELL/DIST TOBACCO/ALT NICOTINE/VAPOR PRODUCT VIA MAIL OR INTERNET T0 <18 1ST OFF,
407.929-001N200155,Health Violation,55,ALTER ID-PUR TOB PROD,
407.931-001N200155,Health Violation,55,SELL/PROVIDE/DIST TOBACCO/ALT NICOTINE/VAPOR PRODUCT TO <18 YOA 3RD OR SUBSQ OFF,
407.931-002N200155,Health Violation,55,SELL/PROV/DIST TOBACCO/ALT NICOTINE/VAPOR PRODUCT TO <18 - 1ST OR 2ND OFFENSE,
407.933-001N200155,Health Violation,55,PERSON <18 PURCH/ATTEMPT/POSSESS CIGARETTES OR TOBACCO/ALT NICOTNE/VAPOR 2ND OFF,
407.933-002N200155,Health Violation,55,PERSON <18 PURCHASE/ATTEMPT/POSSESS CIGARETTE/TOBACCO/ALT NICOTINE/VAPOR 1ST OFF,
196.1023-001N201055,Health Violation,55,VIOLATE 196.1023.3-CIGARETTES,
191.677-999Y198855,Health Violation,55,INFECT ANOTHER WITH HIV,
191.677-998Y199755,Health Violation,55,REKLS RICK INFECT W HIV,
191.658-001N199955,Health Violation,55,INFO RE-HIV RESULTS,
191.767-001N199255,Health Violation,55,SMOKING IN A PUBLIC PLCE,
407.931-003N199255,Health Violation,55,SELL TOBACCO TO MINOR,
191.771-001N199255,Health Violation,55,ALLOW SMOKING PROHB AREA,
191.776-001N199355,Health Violation,55,SMOKE-ST LIC CHILD/CA FA,
191.775-001N199355,Health Violation,55,SMOKE IN PUBL SCHOOL/BUS,
578.025-001Y198455,Health Violation,55,DOG FIGHTING,
317.018-001Y199655,Health Violation,55,PROMO/DO COMBAT FIGHTING,
578.025-002N198455,Health Violation,55,SPECTATOR AT DOG FIGHT,
578.029-001Y200155,Health Violation,55,INT REL ANIMAL-2ND/SUB OFFNS,
578.029-002N200155,Health Violation,55,INT REL ANIMAL-1ST OFFNS,
578.027-001N198455,Health Violation,55,DOG PURSUE ANIM ON DEVIC,
578.024-001Y200955,Health Violation,55,DOG BITE PRSN/ANML-2 BITE-RSLT DEATH,
578.024-002Y200955,Health Violation,55,DOG BITE-2ND BITE-INJRY&PREV INJRY,
578.024-003Y200955,Health Violation,55,DOG BITE PERSN/ANML-2 BITE SERS INJRY,
578.024-004N200955,Health Violation,55,DOG BITE PERSN/ANML-2ND BITE,
578.013-001N201255,Health Violation,55,FAIL SUBMIT VIDEO/RECDN ANML ABUSE,
578.050-001N198455,Health Violation,55,BULL/BAITING/COCK FIGHT,
270.270-001N201055,Health Violation,55,POS/TRANS WLD BOAR/SWINE W/O PRMT,
322.140-001N200155,Health Violation,55,VIO RAB/ZOONOTIC DISEASE,
578.008-999Y200155,Health Violation,55,SPR DIS-LIVEST-10 MILLION,
578.008-998Y200155,Health Violation,55,SPR DIS-LIVEST-10 MILLION,
578.023-001N198355,Health Violation,55,KEEP DANGEROUS/WILD AMAL,
270.260-001Y201055,Health Violation,55,REL SWINE W/O PROP ENCL-3RD/SUBS,
270.260-002Y200255,Health Violation,55,RELEASE SWINE W/O PROP ENCLOSURE,
578.173-001Y199855,Health Violation,55,VIOL RE BAITING/FIGHTING ANIMAL,
578.173-002Y199855,Health Violation,55,ATD ANM BTG/FTG OR SEL/TRS ANML,
264.101-001N198555,Health Violation,55,VIOLATION APICULTURE LAW,
324.439-001N200055,Health Violation,55,VIOL INTERIOR DESIGN LAW,
263.070-001N198555,Health Violation,55,VIOL NURSERY DEALER REG INSP CERT,
217.360-995Y198555,Health Violation,55,PROHIBIT ITEMS CORR FAC,
221.111-997Y198655,Health Violation,55,PROHIB ITEM IN CORR FAC,
221.111-004Y198655,Health Violation,55,DEL/POSS ITEM PROHIB AT CO/PRIV JAIL/CORR CNTR,
221.111-005N199755,Health Violation,55,PROHIB PERS ITEM AT CO/PRIV JAIL/CORR CNTR,
578.008-001Y200255,Health Violation,55,AGROTERRORISM-$10 MILLION OR MORE,
578.008-002Y200255,Health Violation,55,AGROTERRORISM-LESS THAN 10 MILLION,
459.045-001Y198555,Health Violation,55,VIO LIFE SUPP DECLAR OF ANOTHER,
459.045-002Y198555,Health Violation,55,VIO MEDICAL PROCEDURES,
315.045-001N198555,Health Violation,55,PUBLIC LODGING W/O LIC,
256.637-001N198555,Health Violation,55,VIO WATER DRILLERS ACT,
197.266-001Y199255,Health Violation,55,ABUSE HOSPICE CLINT PROP,
197.276-001N199255,Health Violation,55,PROV HOSP CARE W/O CERTF,
565.180-999Y199255,Health Violation,55,ELDER ABUSE 1ST DEGREE,
565.182-999Y199255,Health Violation,55,ELDER ABUSE 2ND DEGREE,
565.184-999Y199255,Health Violation,55,ELDER ABUSE 3RD DEGREE,
565.188-001Y199255,Health Violation,55,2ND FILE FALSE RPT ABUSE,
565.188-002Y199255,Health Violation,55,1ST FILE FALSE RPT ABUSE,
565.188-999N199255,Health Violation,55,FAIL RPT ELDER ABUSE NEG,
565.188-003Y201055,Health Violation,55,FAIL RPT ELDER ABUSE NEGLECT,
191.905-001Y200755,Health Violation,55,VIOL HEALTH CARE PAYMENT-SUB OFNS,
191.905-002Y200755,Health Violation,55,VIOL HEALTH CARE PAYMENT-1ST OFNS,
191.905-003Y200755,Health Violation,55,PREVNT XCHG INFO RE HLT PYMNT FRAUD,
191.910-001Y200755,Health Violation,55,DESTY RECD OF HLT CARE PYMT/CLM,
191.905-004Y200255,Health Violation,55,ABUSE OF HLTH CARE RECIP->$500,
191.905-999Y199455,Health Violation,55,VIOL HC PYMT 2ND OFF 150,
191.905-998Y199455,Health Violation,55,VIOL HC PYMTS 1ST OFFENS,
191.905-997Y199455,Health Violation,55,ABUSE HCR NO INJ/U/$150,
191.905-996Y200255,Health Violation,55,VIOL HC PYMTS-2ND OFFENSE,
191.905-005Y200255,Health Violation,55,ABUSE OF HLTH CARE RECIP-<$500,
334.800-001N199655,Health Violation,55,"VIO ""RESP CARE PRACT ACT""",
190.246-001N200255,Health Violation,55,"ILL USE,SELL,POSS EPIN INJ DEV",
190.246-002N200255,Health Violation,55,ILL DISP OF EPIN AUTO-INJ DEV,
190.528-001N200255,Health Violation,55,OPER STRETCHER VAN SER W/O LIC,
190.531-001N200255,Health Violation,55,VIOL/SECT 190.525-190.537,
210.835-999Y197555,Health Violation,55,VIO CHILD PROTECTION ACT,
190.142-001N199855,Health Violation,55,IMPERSONATE/PROV EMT SERV W/O LIC,
324.089-001N199755,Health Violation,55,KNOW VIO OCCUP THRPY ACT,
324.153-001N199755,Health Violation,55,ENGAGE PERFUSION NO LIC,
324.153-002N199755,Health Violation,55,ACT BERT PERT W/O CERT,
210.835-998Y197555,Health Violation,55,VIO CHILD PROTECTION ACT,
324.275-001N199855,Health Violation,55,VIOLATE MASSAGE LAW,
565.210-001Y200755,Health Violation,55,ABUSE VULNERABLE PERSON-1ST DEG,
565.212-001Y200755,Health Violation,55,ABUSE VULNERABLE PERSON-2ND DEG,
565.214-001Y200755,Health Violation,55,ABUSE VULNERABLE PERSON-3RD DEG,
565.218-001Y200755,Health Violation,55,FL RPT ABUS/NG VLNBL PERS-SUB OFNS,
565.218-002Y200755,Health Violation,55,FAIL RPT ABUSE/NEG VULNBLE PERS,
565.218-003Y200755,Health Violation,55,FIL FLS RPT ABU/NG VLNB PRSN-SUB,
565.218-004Y200755,Health Violation,55,FILE FLS RPT ABUS/NEG VLNB PERS,
210.150-999Y197555,Health Violation,55,CHILD PROTECT ACT-DISSEM,
58.452-001Y199155,Health Violation,55,FAIL REFER SUSPIC DEATH-UND 18,
190.621-001Y200755,Health Violation,55,FALS/FORG OUTSD DNR OR W/H INFO,
190.621-002Y200755,Health Violation,55,CANCL/OBLIT OUTSD DNR OR FLS REV,
191.331-999Y197555,Health Violation,55,METABOLIC DISEASE-VIO,
210.060-001N199355,Health Violation,55,MISREP FACTS BLOOD TESTS,
210.115-001Y200355,Health Violation,55,FAIL REPORT-ABUSE/DEATH UND 18,
210.165-001Y198655,Health Violation,55,FALSE ABUSE REP 2ND OFF,
210.165-999Y198255,Health Violation,55,FAIL REPORT CHILD ABUSE,
210.165-998Y198655,Health Violation,55,VIO ADMIN PROC CHILD NEG,
210.165-002Y198655,Health Violation,55,FALSE CHILD ABUSE REPORT-1ST OFNS,
193.315-001Y198455,Health Violation,55,FALSE INFO/BIRTH CERTIF,
210.245-999N195555,Health Violation,55,OP DAY CARE W/0 LICENSE,
210.211-001N199355,Health Violation,55,OPR CHLD CARE FAC W/O LIC-1ST OFFENS,
192.1110-001N199855,Health Violation,55,FAILURE OF APPLICANT TO DISCLOSE CRIMINAL HISTORY REGARDING HEALTHCARE WORKER(S),
193.315-002N198455,Health Violation,55,REFUSE INFO VITAL RECORD,
436.205-999N199655,Health Violation,55,ATHLETE AGENT NOT REGIST,
436.209-999N199655,Health Violation,55,STUD ATH NO NOTIC CONTRT,
436.209-998N199655,Health Violation,55,ATH AGENT NO NOTC-CONTRACT,
210.245-001Y199355,Health Violation,55,FALSE STMT-LIC-SUBS OFNS,
210.245-998N198655,Health Violation,55,OP DAY CARE W/O LICENSE,
